"County","FullName","Party","No","Votes","VR"
"新北市","新北市貢寮區","新黨","16","130",0.0196
"新北市","新北市貢寮區","健保免費連線","17","16",0.0024
"新北市","新北市貢寮區","樹黨","18","31",0.0046
"新北市","新北市金山區","民主進步黨","1","4920",0.4453
"新北市","新北市金山區","親民黨","2","643",0.0582
"新北市","新北市金山區","自由台灣黨","3","101",0.0091
"新北市","新北市金山區","和平鴿聯盟黨","4","46",0.0041
"新北市","新北市金山區","軍公教聯盟黨","5","52",0.0047
"新北市","新北市金山區","民國黨","6","166",0.015
"新北市","新北市金山區","信心希望聯盟","7","104",0.0094
"新北市","新北市金山區","中華統一促進黨","8","30",0.0027
"新北市","新北市金山區","中國國民黨","9","2914",0.2637
"新北市","新北市金山區","台灣團結聯盟","10","413",0.0373
"新北市","新北市金山區","時代力量","11","648",0.0586
"新北市","新北市金山區","大愛憲改聯盟","12","10",9e-04
"新北市","新北市金山區","綠黨社會民主黨聯盟","13","188",0.017
"新北市","新北市金山區","台灣獨立黨","14","23",0.002
"新北市","新北市金山區","無黨團結聯盟","15","421",0.0381
"新北市","新北市金山區","新黨","16","279",0.0252
"新北市","新北市金山區","健保免費連線","17","41",0.0037
"新北市","新北市金山區","樹黨","18","49",0.0044
"新北市","新北市萬里區","民主進步黨","1","4749",0.4357
"新北市","新北市萬里區","親民黨","2","791",0.0725
"新北市","新北市萬里區","自由台灣黨","3","70",0.0064
"新北市","新北市萬里區","和平鴿聯盟黨","4","37",0.0033
"新北市","新北市萬里區","軍公教聯盟黨","5","66",0.006
"新北市","新北市萬里區","民國黨","6","154",0.0141
"新北市","新北市萬里區","信心希望聯盟","7","106",0.0097
"新北市","新北市萬里區","中華統一促進黨","8","56",0.0051
"新北市","新北市萬里區","中國國民黨","9","3297",0.3025
"新北市","新北市萬里區","台灣團結聯盟","10","319",0.0292
"新北市","新北市萬里區","時代力量","11","464",0.0425
"新北市","新北市萬里區","大愛憲改聯盟","12","18",0.0016
"新北市","新北市萬里區","綠黨社會民主黨聯盟","13","148",0.0135
"新北市","新北市萬里區","台灣獨立黨","14","33",0.003
"新北市","新北市萬里區","無黨團結聯盟","15","210",0.0192
"新北市","新北市萬里區","新黨","16","294",0.0269
"新北市","新北市萬里區","健保免費連線","17","39",0.0035
"新北市","新北市萬里區","樹黨","18","47",0.0043
"新北市","新北市烏來區","民主進步黨","1","995",0.33
"新北市","新北市烏來區","親民黨","2","293",0.0971
"新北市","新北市烏來區","自由台灣黨","3","22",0.0072
"新北市","新北市烏來區","和平鴿聯盟黨","4","5",0.0016
"新北市","新北市烏來區","軍公教聯盟黨","5","31",0.0102
"新北市","新北市烏來區","民國黨","6","68",0.0225
"新北市","新北市烏來區","信心希望聯盟","7","173",0.0573
"新北市","新北市烏來區","中華統一促進黨","8","11",0.0036
"新北市","新北市烏來區","中國國民黨","9","920",0.3051
"新北市","新北市烏來區","台灣團結聯盟","10","47",0.0155
"新北市","新北市烏來區","時代力量","11","103",0.0341
"新北市","新北市烏來區","大愛憲改聯盟","12","4",0.0013
"新北市","新北市烏來區","綠黨社會民主黨聯盟","13","56",0.0185
"新北市","新北市烏來區","台灣獨立黨","14","9",0.0029
"新北市","新北市烏來區","無黨團結聯盟","15","159",0.0527
"新北市","新北市烏來區","新黨","16","89",0.0295
"新北市","新北市烏來區","健保免費連線","17","18",0.0059
"新北市","新北市烏來區","樹黨","18","12",0.0039
"臺中市","臺中市中區","民主進步黨","1","4050",0.4425
"臺中市","臺中市中區","親民黨","2","667",0.0728
"臺中市","臺中市中區","自由台灣黨","3","33",0.0036
"臺中市","臺中市中區","和平鴿聯盟黨","4","10",0.001
"臺中市","臺中市中區","軍公教聯盟黨","5","53",0.0057
"臺中市","臺中市中區","民國黨","6","120",0.0131
"臺中市","臺中市中區","信心希望聯盟","7","182",0.0198
"臺中市","臺中市中區","中華統一促進黨","8","42",0.0045
"臺中市","臺中市中區","中國國民黨","9","2486",0.2716
"臺中市","臺中市中區","台灣團結聯盟","10","220",0.024
"臺中市","臺中市中區","時代力量","11","614",0.067
"臺中市","臺中市中區","大愛憲改聯盟","12","7",7e-04
"臺中市","臺中市中區","綠黨社會民主黨聯盟","13","195",0.0213
"臺中市","臺中市中區","台灣獨立黨","14","28",0.003
"臺中市","臺中市中區","無黨團結聯盟","15","21",0.0022
"臺中市","臺中市中區","新黨","16","342",0.0373
"臺中市","臺中市中區","健保免費連線","17","33",0.0036
"臺中市","臺中市中區","樹黨","18","48",0.0052
"臺中市","臺中市東區","民主進步黨","1","18514",0.4494
"臺中市","臺中市東區","親民黨","2","2932",0.0711
"臺中市","臺中市東區","自由台灣黨","3","154",0.0037
"臺中市","臺中市東區","和平鴿聯盟黨","4","65",0.0015
"臺中市","臺中市東區","軍公教聯盟黨","5","256",0.0062
"臺中市","臺中市東區","民國黨","6","589",0.0142
"臺中市","臺中市東區","信心希望聯盟","7","761",0.0184
"臺中市","臺中市東區","中華統一促進黨","8","129",0.0031
"臺中市","臺中市東區","中國國民黨","9","10363",0.2515
"臺中市","臺中市東區","台灣團結聯盟","10","993",0.0241
"臺中市","臺中市東區","時代力量","11","3047",0.0739
"臺中市","臺中市東區","大愛憲改聯盟","12","48",0.0011
"臺中市","臺中市東區","綠黨社會民主黨聯盟","13","935",0.0227
"臺中市","臺中市東區","台灣獨立黨","14","92",0.0022
"臺中市","臺中市東區","無黨團結聯盟","15","197",0.0047
"臺中市","臺中市東區","新黨","16","1658",0.0402
"臺中市","臺中市東區","健保免費連線","17","185",0.0044
"臺中市","臺中市東區","樹黨","18","271",0.0065
"臺中市","臺中市南區","民主進步黨","1","25870",0.4103
"臺中市","臺中市南區","親民黨","2","4727",0.0749
"臺中市","臺中市南區","自由台灣黨","3","238",0.0037
"臺中市","臺中市南區","和平鴿聯盟黨","4","83",0.0013
"臺中市","臺中市南區","軍公教聯盟黨","5","591",0.0093
"臺中市","臺中市南區","民國黨","6","920",0.0145
"臺中市","臺中市南區","信心希望聯盟","7","1708",0.027
"臺中市","臺中市南區","中華統一促進黨","8","210",0.0033
"臺中市","臺中市南區","中國國民黨","9","16347",0.2593
"臺中市","臺中市南區","台灣團結聯盟","10","1533",0.0243
"臺中市","臺中市南區","時代力量","11","5036",0.0798
"臺中市","臺中市南區","大愛憲改聯盟","12","63",9e-04
"臺中市","臺中市南區","綠黨社會民主黨聯盟","13","1903",0.0301
"臺中市","臺中市南區","台灣獨立黨","14","139",0.0022
"臺中市","臺中市南區","無黨團結聯盟","15","207",0.0032
"臺中市","臺中市南區","新黨","16","2696",0.0427
"臺中市","臺中市南區","健保免費連線","17","273",0.0043
"臺中市","臺中市南區","樹黨","18","494",0.0078
"臺中市","臺中市西區","民主進步黨","1","24546",0.4075
"臺中市","臺中市西區","親民黨","2","4239",0.0703
"臺中市","臺中市西區","自由台灣黨","3","239",0.0039
"臺中市","臺中市西區","和平鴿聯盟黨","4","75",0.0012
"臺中市","臺中市西區","軍公教聯盟黨","5","482",0.008
"臺中市","臺中市西區","民國黨","6","854",0.0141
"臺中市","臺中市西區","信心希望聯盟","7","1744",0.0289
"臺中市","臺中市西區","中華統一促進黨","8","219",0.0036
"臺中市","臺中市西區","中國國民黨","9","15824",0.2627
"臺中市","臺中市西區","台灣團結聯盟","10","1512",0.0251
"臺中市","臺中市西區","時代力量","11","4589",0.0761
"臺中市","臺中市西區","大愛憲改聯盟","12","57",9e-04
"臺中市","臺中市西區","綠黨社會民主黨聯盟","13","1948",0.0323
"臺中市","臺中市西區","台灣獨立黨","14","130",0.0021
"臺中市","臺中市西區","無黨團結聯盟","15","162",0.0026
"臺中市","臺中市西區","新黨","16","2862",0.0475
"臺中市","臺中市西區","健保免費連線","17","200",0.0033
"臺中市","臺中市西區","樹黨","18","544",0.009
"臺中市","臺中市北區","民主進步黨","1","29981",0.3868
"臺中市","臺中市北區","親民黨","2","5983",0.0771
"臺中市","臺中市北區","自由台灣黨","3","281",0.0036
"臺中市","臺中市北區","和平鴿聯盟黨","4","134",0.0017
"臺中市","臺中市北區","軍公教聯盟黨","5","569",0.0073
"臺中市","臺中市北區","民國黨","6","1029",0.0132
"臺中市","臺中市北區","信心希望聯盟","7","2418",0.0311
"臺中市","臺中市北區","中華統一促進黨","8","404",0.0052
"臺中市","臺中市北區","中國國民黨","9","21332",0.2752
"臺中市","臺中市北區","台灣團結聯盟","10","1807",0.0233
"臺中市","臺中市北區","時代力量","11","5675",0.0732
"臺中市","臺中市北區","大愛憲改聯盟","12","79",0.001
"臺中市","臺中市北區","綠黨社會民主黨聯盟","13","2047",0.0264
"臺中市","臺中市北區","台灣獨立黨","14","152",0.0019
"臺中市","臺中市北區","無黨團結聯盟","15","229",0.0029
"臺中市","臺中市北區","新黨","16","4298",0.0554
"臺中市","臺中市北區","健保免費連線","17","368",0.0047
"臺中市","臺中市北區","樹黨","18","715",0.0092
"臺中市","臺中市西屯區","民主進步黨","1","42401",0.3816
"臺中市","臺中市西屯區","親民黨","2","8762",0.0788
"臺中市","臺中市西屯區","自由台灣黨","3","407",0.0036
"臺中市","臺中市西屯區","和平鴿聯盟黨","4","160",0.0014
"臺中市","臺中市西屯區","軍公教聯盟黨","5","750",0.0067
"臺中市","臺中市西屯區","民國黨","6","1754",0.0157
"臺中市","臺中市西屯區","信心希望聯盟","7","3621",0.0325
"臺中市","臺中市西屯區","中華統一促進黨","8","456",0.0041
"臺中市","臺中市西屯區","中國國民黨","9","31095",0.2798
"臺中市","臺中市西屯區","台灣團結聯盟","10","2304",0.0207
"臺中市","臺中市西屯區","時代力量","11","8650",0.0778
"臺中市","臺中市西屯區","大愛憲改聯盟","12","121",0.001
"臺中市","臺中市西屯區","綠黨社會民主黨聯盟","13","3258",0.0293
"臺中市","臺中市西屯區","台灣獨立黨","14","198",0.0017
"臺中市","臺中市西屯區","無黨團結聯盟","15","368",0.0033
"臺中市","臺中市西屯區","新黨","16","5552",0.0499
"臺中市","臺中市西屯區","健保免費連線","17","390",0.0035
"臺中市","臺中市西屯區","樹黨","18","866",0.0077
"臺中市","臺中市南屯區","民主進步黨","1","32752",0.399
"臺中市","臺中市南屯區","親民黨","2","6494",0.0791
"臺中市","臺中市南屯區","自由台灣黨","3","300",0.0036
"臺中市","臺中市南屯區","和平鴿聯盟黨","4","151",0.0018
"臺中市","臺中市南屯區","軍公教聯盟黨","5","624",0.0076
"臺中市","臺中市南屯區","民國黨","6","1358",0.0165
"臺中市","臺中市南屯區","信心希望聯盟","7","2654",0.0323
"臺中市","臺中市南屯區","中華統一促進黨","8","247",0.003
"臺中市","臺中市南屯區","中國國民黨","9","21881",0.2666
"臺中市","臺中市南屯區","台灣團結聯盟","10","1689",0.0205
"臺中市","臺中市南屯區","時代力量","11","6514",0.0793
"臺中市","臺中市南屯區","大愛憲改聯盟","12","86",0.001
"臺中市","臺中市南屯區","綠黨社會民主黨聯盟","13","2485",0.0302
"臺中市","臺中市南屯區","台灣獨立黨","14","151",0.0018
"臺中市","臺中市南屯區","無黨團結聯盟","15","247",0.003
"臺中市","臺中市南屯區","新黨","16","3604",0.0439
"臺中市","臺中市南屯區","健保免費連線","17","239",0.0029
"臺中市","臺中市南屯區","樹黨","18","595",0.0072
"臺中市","臺中市北屯區","民主進步黨","1","53066",0.3887
"臺中市","臺中市北屯區","親民黨","2","10973",0.0803
"臺中市","臺中市北屯區","自由台灣黨","3","478",0.0035
"臺中市","臺中市北屯區","和平鴿聯盟黨","4","285",0.002
"臺中市","臺中市北屯區","軍公教聯盟黨","5","1050",0.0076
"臺中市","臺中市北屯區","民國黨","6","1851",0.0135
"臺中市","臺中市北屯區","信心希望聯盟","7","3931",0.0287
"臺中市","臺中市北屯區","中華統一促進黨","8","586",0.0042
"臺中市","臺中市北屯區","中國國民黨","9","38335",0.2808
"臺中市","臺中市北屯區","台灣團結聯盟","10","2762",0.0202
"臺中市","臺中市北屯區","時代力量","11","10515",0.077
"臺中市","臺中市北屯區","大愛憲改聯盟","12","134",9e-04
"臺中市","臺中市北屯區","綠黨社會民主黨聯盟","13","3527",0.0258
"臺中市","臺中市北屯區","台灣獨立黨","14","274",0.002
"臺中市","臺中市北屯區","無黨團結聯盟","15","361",0.0026
"臺中市","臺中市北屯區","新黨","16","6942",0.0508
